name	pronounciation	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl
materially	0	15247	0	0	0	0	0	
redneck	0	15248	0	0	0	0	0	
copious	7430	15249	0	0	0	0	0	
rater	0	15250	0	0	0	0	0	
ineffectual	9264	15251	0	0	0	0	0	
shackle	11711	15252	0	0	0	0	0	
upshot	0	15253	0	0	0	0	0	
assertiveness	0	15254	0	0	0	0	0	
adaptability	0	15255	0	0	0	0	0	
penitentiary	0	15256	0	0	0	0	0	
tantalizing	0	15257	0	0	0	0	0	
molester	0	15258	0	0	0	0	0	
dispersed	7875	15259	0	0	0	0	0	
oeuvre	0	15260	0	0	0	0	0	
backtrack	0	15261	0	0	0	0	0	
enchanting	8132	15262	0	0	0	0	0	
inordinate	9331	15263	0	0	0	0	0	
downsizing	0	15264	0	0	0	0	0	
petitioner	0	15265	0	0	0	0	0	
cusp	0	15266	0	0	0	0	0	
diplomatically	0	15267	0	0	0	0	0	
disavow	0	15268	0	0	0	0	0	
knapsack	0	15269	0	0	0	0	0	
unwrap	12802	15270	0	0	0	0	0	
celeb	0	15271	0	0	0	0	0	
untitled	0	15272	0	0	0	0	0	
alderman	0	15273	0	0	0	0	0	
homely	9009	15274	0	0	0	0	0	
informer	9302	15275	0	0	0	0	0	
meteorological	9969	15276	0	0	0	0	0	
idealize	9114	15277	0	0	0	0	0	
monopolize	10067	15278	0	0	0	0	0	
solicitor	2872	15279	0	0	0	0	0	
ingrain	0	15280	0	0	0	0	0	
inexperience	0	15281	0	0	0	0	0	
fluff	8491	15282	0	0	0	0	0	
fell	8369	15283	0	0	0	0	0	
boxed	0	15284	0	0	0	0	0	
collarbone	0	15285	0	0	0	0	0	
hazelnut	0	15286	0	0	0	0	0	
henceforth	8954	15287	0	0	0	0	0	
pout	10842	15288	0	0	0	0	0	
offshoot	10304	15289	0	0	0	0	0	
wayside	0	15290	0	0	0	0	0	
outmoded	0	15291	0	0	0	0	0	
discriminant	0	15292	0	0	0	0	0	
intelligible	0	15293	0	0	0	0	0	
consonant	0	15294	0	0	0	0	0	
recklessly	0	15295	0	0	0	0	0	
banter	6581	15296	0	0	0	0	0	
canning	0	15297	0	0	0	0	0	
smashed	0	15298	0	0	0	0	0	
rainstorm	0	15299	0	0	0	0	0	
unicorn	0	15300	0	0	0	0	0	
uncooked	0	15301	0	0	0	0	0	
tasteful	12323	15302	0	0	0	0	0	
seaman	11638	15303	0	0	0	0	0	
inactivity	0	15304	0	0	0	0	0	
racy	0	15305	0	0	0	0	0	
supersonic	12219	15306	0	0	0	0	0	
inlaid	0	15307	0	0	0	0	0	
generality	0	15308	0	0	0	0	0	
indulgent	9261	15309	0	0	0	0	0	
racketeering	11075	15310	0	0	0	0	0	
chartered	3540	15311	0	0	0	0	0	
chiropractor	0	15312	0	0	0	0	0	
insensitivity	0	15313	0	0	0	0	0	
keyword	0	15314	0	0	0	0	0	
misbehave	0	15315	0	0	0	0	0	
delude	0	15316	0	0	0	0	0	
teak	12333	15317	0	0	0	0	0	
intelligently	0	15318	0	0	0	0	0	
grumpy	8823	15319	0	0	0	0	0	
salesperson	11524	15320	0	0	0	0	0	
belch	6640	15321	0	0	0	0	0	
practicum	0	15322	0	0	0	0	0	
archdiocese	0	15323	0	0	0	0	0	
bygone	6920	15324	0	0	0	0	0	
snoop	0	15325	0	0	0	0	0	
hello	2249	1993	0	0	0	0	0	
protectionist	10970	15326	0	0	0	0	0	
enthuse	8178	15327	0	0	0	0	0	
exclusionary	0	15328	0	0	0	0	0	
formalize	8549	15329	0	0	0	0	0	
roulette	0	15330	0	0	0	0	0	
peeled	0	15331	0	0	0	0	0	
enviable	8189	15332	0	0	0	0	0	
shipwreck	0	15333	0	0	0	0	0	
enchant	8131	15334	0	0	0	0	0	
regrettable	11247	15335	0	0	0	0	0	
gripe	8798	15336	0	0	0	0	0	
patented	0	15337	0	0	0	0	0	
chieftain	0	15338	0	0	0	0	0	
thistle	0	15339	0	0	0	0	0	
redraw	11212	15340	0	0	0	0	0	
contort	0	15341	0	0	0	0	0	
belle	0	15342	0	0	0	0	0	
accredited	0	15343	0	0	0	0	0	
welder	0	15344	0	0	0	0	0	
unaccustomed	0	15345	0	0	0	0	0	
boldness	0	15346	0	0	0	0	0	
wired	0	15347	0	0	0	0	0	
minefield	10007	15348	0	0	0	0	0	
defensible	0	15349	0	0	0	0	0	
lance	9574	15350	0	0	0	0	0	
populism	0	15351	0	0	0	0	0	
lair	0	15352	0	0	0	0	0	
infatuation	0	15353	0	0	0	0	0	
admitting	0	15354	0	0	0	0	0	
octave	0	15355	0	0	0	0	0	
deathbed	0	15356	0	0	0	0	0	
hang	1034	792	0	0	0	0	0	
stalwart	12045	15357	0	0	0	0	0	
grand	1021	1991	0	0	0	0	0	
invalid	9424	15358	0	0	0	0	0	
imperialist	9167	15359	0	0	0	0	0	
microchip	9980	15360	0	0	0	0	0	
germinate	8691	15361	0	0	0	0	0	
internist	0	15362	0	0	0	0	0	
holdout	0	15363	0	0	0	0	0	
pancreas	10474	15364	0	0	0	0	0	
chiffon	7102	15365	0	0	0	0	0	
imperil	0	15366	0	0	0	0	0	
sorcerer	0	15367	0	0	0	0	0	
tact	12300	15368	0	0	0	0	0	
matched	9880	15369	0	0	0	0	0	
marcher	0	15370	0	0	0	0	0	
fortification	0	15371	0	0	0	0	0	
loll	0	15372	0	0	0	0	0	
shockingly	0	15373	0	0	0	0	0	
snipe	11895	15374	0	0	0	0	0	
constitutive	0	15375	0	0	0	0	0	
mallet	0	15376	0	0	0	0	0	
wick	0	15377	0	0	0	0	0	
savanna	0	15378	0	0	0	0	0	
shifter	0	15379	0	0	0	0	0	
purview	0	15380	0	0	0	0	0	
masturbate	9878	15381	0	0	0	0	0	
scavenge	11584	15382	0	0	0	0	0	
maggot	4766	15383	0	0	0	0	0	
lullaby	0	15384	0	0	0	0	0	
orb	0	15385	0	0	0	0	0	
reclusive	0	15386	0	0	0	0	0	
Aryan	0	15387	0	0	0	0	0	
hyperactive	9095	15388	0	0	0	0	0	
slather	0	15389	0	0	0	0	0	
respiration	0	15390	0	0	0	0	0	
hemlock	0	15391	0	0	0	0	0	
sell	457	407	0	0	0	0	0	
skimpy	0	15392	0	0	0	0	0	
conclusively	0	15393	0	0	0	0	0	
lacquer	9565	15394	0	0	0	0	0	
absorbing	6120	15395	0	0	0	0	0	
pickled	10672	15396	0	0	0	0	0	
luminosity	0	15397	0	0	0	0	0	
excise	8256	15398	0	0	0	0	0	
sympathetically	0	15399	0	0	0	0	0	
sidle	0	15400	0	0	0	0	0	
ameliorate	0	15401	0	0	0	0	0	
acidity	0	15402	0	0	0	0	0	
cropland	0	15403	0	0	0	0	0	
pariah	0	15404	0	0	0	0	0	
sorcery	0	15405	0	0	0	0	0	
lob	9700	15406	0	0	0	0	0	
overpowering	10426	15407	0	0	0	0	0	
unexplored	0	15408	0	0	0	0	0	
finisher	0	15409	0	0	0	0	0	
elation	0	15410	0	0	0	0	0	
misdeed	0	15411	0	0	0	0	0	
accretion	0	15412	0	0	0	0	0	
buttery	0	15413	0	0	0	0	0	
unwed	0	15414	0	0	0	0	0	
hideaway	0	15415	0	0	0	0	0	
transformer	0	15416	0	0	0	0	0	
jitters	9492	15417	0	0	0	0	0	
transom	0	15418	0	0	0	0	0	
adjoin	6177	15419	0	0	0	0	0	
panicked	0	15420	0	0	0	0	0	
teacup	0	15421	0	0	0	0	0	
screener	0	15422	0	0	0	0	0	
blemish	6720	15423	0	0	0	0	0	
twofold	0	15424	0	0	0	0	0	
tough	1536	911	0	0	0	0	0	
indentation	0	15425	0	0	0	0	0	
blurred	0	15426	0	0	0	0	0	
quark	11048	15427	0	0	0	0	0	
illuminating	0	15428	0	0	0	0	0	
ancient	1674	1633	0	0	0	0	0	
implode	0	15429	0	0	0	0	0	
wrangling	0	15430	0	0	0	0	0	
goo	0	15431	0	0	0	0	0	
dike	0	15432	0	0	0	0	0	
jihadist	0	15433	0	0	0	0	0	
sieve	11793	15434	0	0	0	0	0	
zigzag	0	15435	0	0	0	0	0	
extraneous	0	15436	0	0	0	0	0	
incriminating	0	15437	0	0	0	0	0	
indecision	9236	15438	0	0	0	0	0	
multimillionaire	0	15439	0	0	0	0	0	
providing	10979	15440	0	0	0	0	0	
unionized	0	15441	0	0	0	0	0	
resuscitate	11370	15442	0	0	0	0	0	
mushy	0	15443	0	0	0	0	0	
preamble	0	15444	0	0	0	0	0	
sandbag	0	15445	0	0	0	0	0	
introspective	0	15446	0	0	0	0	0	
Sandinista	0	15447	0	0	0	0	0	
hardcover	0	15448	0	0	0	0	0	
wrought	0	15449	0	0	0	0	0	
reinvigorate	0	15450	0	0	0	0	0	
anemic	0	15451	0	0	0	0	0	
amiss	0	15452	0	0	0	0	0	
bandanna	0	15453	0	0	0	0	0	
unwavering	0	15454	0	0	0	0	0	
deplorable	7714	15455	0	0	0	0	0	
broadside	0	15456	0	0	0	0	0	
baguette	0	15457	0	0	0	0	0	
redness	0	15458	0	0	0	0	0	
denizen	0	15459	0	0	0	0	0	
patina	0	15460	0	0	0	0	0	
vaporize	0	15461	0	0	0	0	0	
dryness	0	15462	0	0	0	0	0	
deleterious	0	15463	0	0	0	0	0	
blooming	6739	15464	0	0	0	0	0	
inorganic	0	15465	0	0	0	0	0	
crass	7496	15466	0	0	0	0	0	
justifiably	0	15467	0	0	0	0	0	
travail	0	15468	0	0	0	0	0	
esteemed	0	15469	0	0	0	0	0	
claustrophobic	7170	15470	0	0	0	0	0	
acquiescence	0	15471	0	0	0	0	0	
demean	0	15472	0	0	0	0	0	
tank	2968	1682	0	0	0	0	0	
infest	9284	15473	0	0	0	0	0	
pragmatist	0	15474	0	0	0	0	0	
touchstone	0	15475	0	0	0	0	0	
spending	0	2078	0	0	0	0	0	
angelic	0	15476	0	0	0	0	0	
merciful	0	15477	0	0	0	0	0	
uninformed	0	15478	0	0	0	0	0	
dour	7953	15479	0	0	0	0	0	
chaser	7080	15480	0	0	0	0	0	
flaky	0	15481	0	0	0	0	0	
debunk	0	15482	0	0	0	0	0	
heretic	0	15483	0	0	0	0	0	
polemic	10779	15484	0	0	0	0	0	
cantaloupe	0	15485	0	0	0	0	0	
singularly	0	15486	0	0	0	0	0	
demented	7687	15487	0	0	0	0	0	
lope	0	15488	0	0	0	0	0	
antebellum	0	15489	0	0	0	0	0	
exterminate	8290	15490	0	0	0	0	0	
soundbite	0	15491	0	0	0	0	0	
cobbler	0	15492	0	0	0	0	0	
profane	0	15493	0	0	0	0	0	
fibrosis	0	15494	0	0	0	0	0	
favoritism	0	15495	0	0	0	0	0	
pudgy	0	15496	0	0	0	0	0	
blithely	0	15497	0	0	0	0	0	
bawl	6611	15498	0	0	0	0	0	
unseat	12762	15499	0	0	0	0	0	
tranquilizer	0	15500	0	0	0	0	0	
filtering	0	15501	0	0	0	0	0	
tirelessly	0	15502	0	0	0	0	0	
gizmo	0	15503	0	0	0	0	0	
dishonesty	7855	15504	0	0	0	0	0	
unkind	12719	15505	0	0	0	0	0	
superhero	0	15506	0	0	0	0	0	
connote	0	15507	0	0	0	0	0	
chronicler	0	15508	0	0	0	0	0	
chopsticks	0	15509	0	0	0	0	0	
speeding	0	15510	0	0	0	0	0	
festoon	8391	15511	0	0	0	0	0	
willfully	0	15512	0	0	0	0	0	
attainable	0	15513	0	0	0	0	0	
horticultural	9045	15514	0	0	0	0	0	
unfairness	0	15515	0	0	0	0	0	
bus	1805	1309	0	0	0	0	0	
landlady	9576	15516	0	0	0	0	0	
vex	0	15517	0	0	0	0	0	
whoop	13044	15518	0	0	0	0	0	
grotto	0	15519	0	0	0	0	0	
unchanging	0	15520	0	0	0	0	0	
alienating	0	15521	0	0	0	0	0	
papa	10487	15522	0	0	0	0	0	
dotted	7947	15523	0	0	0	0	0	
reincarnation	11254	15524	0	0	0	0	0	
feared	0	15525	0	0	0	0	0	
sicken	11785	15526	0	0	0	0	0	
talkative	0	15527	0	0	0	0	0	
peppercorn	0	15528	0	0	0	0	0	
hardness	0	15529	0	0	0	0	0	
digitize	0	15530	0	0	0	0	0	
inexorable	9271	15531	0	0	0	0	0	
cola	3610	15532	0	0	0	0	0	
gist	0	15533	0	0	0	0	0	
blended	0	15534	0	0	0	0	0	
friendliness	0	15535	0	0	0	0	0	
john	0	15536	0	0	0	0	0	
dowry	0	15537	0	0	0	0	0	
secede	11646	15538	0	0	0	0	0	
valor	0	15539	0	0	0	0	0	
scheme	1378	2655	0	0	0	0	0	
ferment	8380	15540	0	0	0	0	0	
distinctively	0	15541	0	0	0	0	0	
bluish	0	15542	0	0	0	0	0	
sectional	0	15543	0	0	0	0	0	
foodstuff	8514	15544	0	0	0	0	0	
delusional	0	15545	0	0	0	0	0	
sup	0	15546	0	0	0	0	0	
habitually	0	15547	0	0	0	0	0	
enchantment	0	15548	0	0	0	0	0	
stopper	0	15549	0	0	0	0	0	
mason	9873	15550	0	0	0	0	0	
flint	0	15551	0	0	0	0	0	
antagonize	6351	15552	0	0	0	0	0	
shoplifting	0	15553	0	0	0	0	0	
peeling	0	15554	0	0	0	0	0	
nuke	0	15555	0	0	0	0	0	
breech	0	15556	0	0	0	0	0	
voluptuous	12941	15557	0	0	0	0	0	
premonition	10878	15558	0	0	0	0	0	
rolled	0	15559	0	0	0	0	0	
forerunner	8539	15560	0	0	0	0	0	
interlocking	0	15561	0	0	0	0	0	
snugly	0	15562	0	0	0	0	0	
chipped	0	15563	0	0	0	0	0	
counterbalance	0	15564	0	0	0	0	0	
tasteless	0	15565	0	0	0	0	0	
mermaid	9954	15566	0	0	0	0	0	
underfunded	0	15567	0	0	0	0	0	
auctioneer	6495	15568	0	0	0	0	0	
clink	0	15569	0	0	0	0	0	
equalize	8198	15570	0	0	0	0	0	
stunningly	0	15571	0	0	0	0	0	
achiever	6147	15572	0	0	0	0	0	
foolishly	0	15573	0	0	0	0	0	
feathery	0	15574	0	0	0	0	0	
celibate	0	15575	0	0	0	0	0	
catalytic	7010	15576	0	0	0	0	0	
trinket	0	15577	0	0	0	0	0	
eulogy	0	15578	0	0	0	0	0	
ensconced	0	15579	0	0	0	0	0	
overgrow	0	15580	0	0	0	0	0	
candlestick	6952	15581	0	0	0	0	0	
irk	0	15582	0	0	0	0	0	
homily	0	15583	0	0	0	0	0	
irrevocably	0	15584	0	0	0	0	0	
familiarize	0	15585	0	0	0	0	0	
uncomplicated	12636	15586	0	0	0	0	0	
whence	13020	15587	0	0	0	0	0	
semantics	0	15588	0	0	0	0	0	
conceit	7312	15589	0	0	0	0	0	
lynch	4761	15590	0	0	0	0	0	
conservatively	0	15591	0	0	0	0	0	
antipathy	6361	15592	0	0	0	0	0	
notepad	0	15593	0	0	0	0	0	
gratify	8776	15594	0	0	0	0	0	
saltwater	0	15595	0	0	0	0	0	
downed	0	15596	0	0	0	0	0	
swoon	0	15597	0	0	0	0	0	
scratching	0	15598	0	0	0	0	0	
fab	8309	15599	0	0	0	0	0	
antithetical	0	15600	0	0	0	0	0	
underpants	12657	15601	0	0	0	0	0	
prepaid	0	15602	0	0	0	0	0	
mildew	0	15603	0	0	0	0	0	
unpredictability	0	15604	0	0	0	0	0	
planetarium	0	15605	0	0	0	0	0	
vend	0	15606	0	0	0	0	0	
silken	0	15607	0	0	0	0	0	
kickback	9534	15608	0	0	0	0	0	
neurotransmitter	0	15609	0	0	0	0	0	
mystify	10154	15610	0	0	0	0	0	
mega	0	15611	0	0	0	0	0	
exponential	0	15612	0	0	0	0	0	
meditative	0	15613	0	0	0	0	0	
titan	0	15614	0	0	0	0	0	
hypothermia	0	15615	0	0	0	0	0	
mafia	4765	15616	0	0	0	0	0	
diced	0	15617	0	0	0	0	0	
pistachio	0	15618	0	0	0	0	0	
satisfactorily	0	15619	0	0	0	0	0	
beholder	0	15620	0	0	0	0	0	
waddle	0	15621	0	0	0	0	0	
bountiful	0	15622	0	0	0	0	0	
gilt	4312	15623	0	0	0	0	0	
amplification	0	15624	0	0	0	0	0	
trawl	12522	15625	0	0	0	0	0	
riser	0	15626	0	0	0	0	0	
whizz	13039	15627	0	0	0	0	0	
uptight	0	15628	0	0	0	0	0	
assist	1704	2199	0	0	0	0	0	
insular	9361	15629	0	0	0	0	0	
questioner	11057	15630	0	0	0	0	0	
magnetism	0	15631	0	0	0	0	0	
quotient	0	15632	0	0	0	0	0	
airstrip	6243	15633	0	0	0	0	0	
belated	6639	15634	0	0	0	0	0	
socialite	0	15635	0	0	0	0	0	
Yiddish	0	15636	0	0	0	0	0	
hatchet	8902	15637	0	0	0	0	0	
chairmanship	7062	15638	0	0	0	0	0	
steadfastly	0	15639	0	0	0	0	0	
ascension	0	15640	0	0	0	0	0	
supermodel	12215	15641	0	0	0	0	0	
amply	0	15642	0	0	0	0	0	
interrelationship	0	15643	0	0	0	0	0	
darkroom	7611	15644	0	0	0	0	0	
readjust	0	15645	0	0	0	0	0	
schooner	0	15646	0	0	0	0	0	
grime	0	15647	0	0	0	0	0	
halting	0	15648	0	0	0	0	0	
infertile	9283	15649	0	0	0	0	0	
sequester	0	15650	0	0	0	0	0	
coronation	7439	15651	0	0	0	0	0	
cyanide	7585	15652	0	0	0	0	0	
cauldron	7025	15653	0	0	0	0	0	
nose	2517	1562	0	0	0	0	0	
radiologist	0	15654	0	0	0	0	0	
cruelly	0	15655	0	0	0	0	0	
showy	0	15656	0	0	0	0	0	
entrance	0	2542	0	0	0	0	0	
prohibitive	10933	15657	0	0	0	0	0	
infidel	0	15658	0	0	0	0	0	
harem	0	15659	0	0	0	0	0	
sac	11515	15660	0	0	0	0	0	
blown	0	15661	0	0	0	0	0	
nuzzle	0	15662	0	0	0	0	0	
obsessively	0	15663	0	0	0	0	0	
homesick	9010	15664	0	0	0	0	0	
snub	11905	15665	0	0	0	0	0	
acumen	0	15666	0	0	0	0	0	
reprehensible	0	15667	0	0	0	0	0	
sarcastically	0	15668	0	0	0	0	0	
moor	4868	15669	0	0	0	0	0	
photosynthesis	0	15670	0	0	0	0	0	
bleached	0	15671	0	0	0	0	0	
beehive	0	15672	0	0	0	0	0	
stereotyped	0	15673	0	0	0	0	0	
yellowed	0	15674	0	0	0	0	0	
gloat	8722	15675	0	0	0	0	0	
fizzle	0	15676	0	0	0	0	0	
tumult	0	15677	0	0	0	0	0	
currant	0	15678	0	0	0	0	0	
apolitical	0	15679	0	0	0	0	0	
botch	6790	15680	0	0	0	0	0	
overeat	10412	15681	0	0	0	0	0	
legging	0	15682	0	0	0	0	0	
emphysema	0	15683	0	0	0	0	0	
midget	0	15684	0	0	0	0	0	
habitation	0	15685	0	0	0	0	0	
weightless	0	15686	0	0	0	0	0	
credo	0	15687	0	0	0	0	0	
gentleness	0	15688	0	0	0	0	0	
magenta	0	15689	0	0	0	0	0	
molded	0	15690	0	0	0	0	0	
excision	0	15691	0	0	0	0	0	
pathos	10541	15692	0	0	0	0	0	
custodial	0	15693	0	0	0	0	0	
loon	0	15694	0	0	0	0	0	
cauliflower	7026	15695	0	0	0	0	0	
mucus	10119	15696	0	0	0	0	0	
shutout	0	15697	0	0	0	0	0	
narcissistic	0	15698	0	0	0	0	0	
hysterically	0	15699	0	0	0	0	0	
amphibious	6303	15700	0	0	0	0	0	
uncharacteristically	0	15701	0	0	0	0	0	
repaint	0	15702	0	0	0	0	0	
neurosurgeon	0	15703	0	0	0	0	0	
salamander	0	15704	0	0	0	0	0	
trickster	0	15705	0	0	0	0	0	
dashing	7614	15706	0	0	0	0	0	
cannibal	6956	15707	0	0	0	0	0	
biochemistry	6691	15708	0	0	0	0	0	
nettle	10193	15709	0	0	0	0	0	
tuber	12568	15710	0	0	0	0	0	
coveralls	0	15711	0	0	0	0	0	
furtive	8627	15712	0	0	0	0	0	
democratize	0	15713	0	0	0	0	0	
swig	0	15714	0	0	0	0	0	
atlas	6481	15715	0	0	0	0	0	
rollover	0	15716	0	0	0	0	0	
alum	0	15717	0	0	0	0	0	
upturned	0	15718	0	0	0	0	0	
retrofit	0	15719	0	0	0	0	0	
urging	0	15720	0	0	0	0	0	
heartless	0	15721	0	0	0	0	0	
romanticize	0	15722	0	0	0	0	0	
swab	0	15723	0	0	0	0	0	
deadlock	7625	15724	0	0	0	0	0	
vacationer	0	15725	0	0	0	0	0	
aimlessly	0	15726	0	0	0	0	0	
ravioli	0	15727	0	0	0	0	0	
paving	0	15728	0	0	0	0	0	
measles	9909	15729	0	0	0	0	0	
cougar	0	15730	0	0	0	0	0	
introspection	0	15731	0	0	0	0	0	
beater	6620	15732	0	0	0	0	0	
blissful	6727	15733	0	0	0	0	0	
lumbering	0	15734	0	0	0	0	0	
undervalue	12667	15735	0	0	0	0	0	
outscore	0	15736	0	0	0	0	0	
intoxicating	0	15737	0	0	0	0	0	
decadence	0	15738	0	0	0	0	0	
indigo	9250	15739	0	0	0	0	0	
momma	10063	15740	0	0	0	0	0	
leper	0	15741	0	0	0	0	0	
subprime	0	15742	0	0	0	0	0	
antiseptic	6364	15743	0	0	0	0	0	
ricochet	0	15744	0	0	0	0	0	
veracity	0	15745	0	0	0	0	0	
bequest	0	15746	0	0	0	0	0	
occupying	0	15747	0	0	0	0	0	
cyclone	7588	15748	0	0	0	0	0	
yuppie	13137	15749	0	0	0	0	0	
rebut	0	15750	0	0	0	0	0	
karma	9524	15751	0	0	0	0	0	
impurity	0	15752	0	0	0	0	0	
nick	4920	15753	0	0	0	0	0	
vandal	12854	15754	0	0	0	0	0	
groupie	0	15755	0	0	0	0	0	
infighting	0	15756	0	0	0	0	0	
steeple	12077	15757	0	0	0	0	0	
summation	0	15758	0	0	0	0	0	
intoxication	0	15759	0	0	0	0	0	
smock	0	15760	0	0	0	0	0	
oppressor	0	15761	0	0	0	0	0	
tiresome	12443	15762	0	0	0	0	0	
demographer	0	15763	0	0	0	0	0	
rhododendron	11416	15764	0	0	0	0	0	
riparian	0	15765	0	0	0	0	0	
schism	0	15766	0	0	0	0	0	
preoperative	0	15767	0	0	0	0	0	
sentimentality	0	15768	0	0	0	0	0	
lithe	0	15769	0	0	0	0	0	
tarragon	0	15770	0	0	0	0	0	
refrigerated	0	15771	0	0	0	0	0	
accede	0	15772	0	0	0	0	0	
scorecard	0	15773	0	0	0	0	0	
sizeable	11820	15774	0	0	0	0	0	
filet	0	15775	0	0	0	0	0	
submissive	0	15776	0	0	0	0	0	
salmonella	0	15777	0	0	0	0	0	
equivalence	0	15778	0	0	0	0	0	
boat	710	1112	0	0	0	0	0	
tomography	0	15779	0	0	0	0	0	
unraveled	0	15780	0	0	0	0	0	
trimester	0	15781	0	0	0	0	0	
radon	11081	15782	0	0	0	0	0	
indistinct	0	15783	0	0	0	0	0	
cinch	0	15784	0	0	0	0	0	
upriver	0	15785	0	0	0	0	0	
heh	0	15786	0	0	0	0	0	
recliner	0	15787	0	0	0	0	0	
ripped	0	15788	0	0	0	0	0	
pliers	0	15789	0	0	0	0	0	
sully	0	15790	0	0	0	0	0	
frothy	0	15791	0	0	0	0	0	
criminality	0	15792	0	0	0	0	0	
prospector	0	15793	0	0	0	0	0	
recollect	0	15794	0	0	0	0	0	
statistician	12065	15795	0	0	0	0	0	
tuning	0	15796	0	0	0	0	0	
anvil	0	15797	0	0	0	0	0	
ahh	0	15798	0	0	0	0	0	
connectedness	0	15799	0	0	0	0	0	
particularity	0	15800	0	0	0	0	0	
tribesman	0	15801	0	0	0	0	0	
electrically	0	15802	0	0	0	0	0	
headband	0	15803	0	0	0	0	0	
declared	0	15804	0	0	0	0	0	
idealist	0	15805	0	0	0	0	0	
clumsily	0	15806	0	0	0	0	0	
mannerism	0	15807	0	0	0	0	0	
intelligentsia	9372	15808	0	0	0	0	0	
qualitatively	0	15809	0	0	0	0	0	
whistling	0	15810	0	0	0	0	0	
drooping	0	15811	0	0	0	0	0	
rifle	5399	2707	0	0	0	0	0	
libido	0	15812	0	0	0	0	0	
inoculate	0	15813	0	0	0	0	0	
meaningfully	0	15814	0	0	0	0	0	
dioxin	0	15815	0	0	0	0	0	
innkeeper	0	15816	0	0	0	0	0	
anachronism	0	15817	0	0	0	0	0	
uptake	0	15818	0	0	0	0	0	
bridesmaid	6833	15819	0	0	0	0	0	
labeling	0	15820	0	0	0	0	0	
tumbling	0	15821	0	0	0	0	0	
authorial	0	15822	0	0	0	0	0	
Alamo	0	15823	0	0	0	0	0	
proximal	0	15824	0	0	0	0	0	
psychosis	10996	15825	0	0	0	0	0	
scrunch	0	15826	0	0	0	0	0	
unsettled	12767	15827	0	0	0	0	0	
crumbled	0	15828	0	0	0	0	0	
chalkboard	0	15829	0	0	0	0	0	
pillowcase	10683	15830	0	0	0	0	0	
seamstress	0	15831	0	0	0	0	0	
floodwaters	0	15832	0	0	0	0	0	
commercialize	0	15833	0	0	0	0	0	
pancreatic	0	15834	0	0	0	0	0	
polka	10786	15835	0	0	0	0	0	
strainer	0	15836	0	0	0	0	0	
externalize	0	15837	0	0	0	0	0	
gumbo	0	15838	0	0	0	0	0	
floodplain	0	15839	0	0	0	0	0	
puke	0	15840	0	0	0	0	0	
cleanser	7173	15841	0	0	0	0	0	
girth	0	15842	0	0	0	0	0	
llama	0	15843	0	0	0	0	0	
photovoltaic	0	15844	0	0	0	0	0	
hoopla	0	15845	0	0	0	0	0	
branching	0	15846	0	0	0	0	0	
marigold	9841	15847	0	0	0	0	0	
scaffold	0	15848	0	0	0	0	0	
there	528	49	0	0	0	0	0	
supposition	0	15849	0	0	0	0	0	
naturalized	0	15850	0	0	0	0	0	
snorkel	0	15851	0	0	0	0	0	
terse	12373	15852	0	0	0	0	0	
downtime	0	15853	0	0	0	0	0	
newsman	0	15854	0	0	0	0	0	
unscrew	0	15855	0	0	0	0	0	
receptacle	0	15856	0	0	0	0	0	
immortalize	0	15857	0	0	0	0	0	
politicized	0	15858	0	0	0	0	0	
analyzer	0	15859	0	0	0	0	0	
indisputable	9253	15860	0	0	0	0	0	
pimple	0	15861	0	0	0	0	0	
robin	0	15862	0	0	0	0	0	
stethoscope	0	15863	0	0	0	0	0	
craziness	0	15864	0	0	0	0	0	
unopened	0	15865	0	0	0	0	0	
mausoleum	0	15866	0	0	0	0	0	
reusable	0	15867	0	0	0	0	0	
snowman	0	15868	0	0	0	0	0	
spindle	11984	15869	0	0	0	0	0	
underbrush	0	15870	0	0	0	0	0	
cobble	0	15871	0	0	0	0	0	
whir	0	15872	0	0	0	0	0	
spindly	0	15873	0	0	0	0	0	
buzzword	0	15874	0	0	0	0	0	
expressionless	0	15875	0	0	0	0	0	
ransack	11111	15876	0	0	0	0	0	
cheater	0	15877	0	0	0	0	0	
navigational	0	15878	0	0	0	0	0	
holly	9005	15879	0	0	0	0	0	
repugnant	0	15880	0	0	0	0	0	
forester	0	15881	0	0	0	0	0	
earthen	0	15882	0	0	0	0	0	
wily	13055	15883	0	0	0	0	0	
bulging	0	15884	0	0	0	0	0	
boarder	0	15885	0	0	0	0	0	
permissive	0	15886	0	0	0	0	0	
invertebrate	0	15887	0	0	0	0	0	
vertebrate	0	15888	0	0	0	0	0	
orator	0	15889	0	0	0	0	0	
emigre	8109	15890	0	0	0	0	0	
humbling	0	15891	0	0	0	0	0	
pleated	0	15892	0	0	0	0	0	
litigate	0	15893	0	0	0	0	0	
turntable	0	15894	0	0	0	0	0	
goatee	0	15895	0	0	0	0	0	
instantaneously	0	15896	0	0	0	0	0	
esophagus	0	15897	0	0	0	0	0	
arugula	0	15898	0	0	0	0	0	
Astrodome	0	15899	0	0	0	0	0	
rheumatoid	0	15900	0	0	0	0	0	
recalcitrant	0	15901	0	0	0	0	0	
vouch	0	15902	0	0	0	0	0	
unwrapped	0	15903	0	0	0	0	0	
suburbia	0	15904	0	0	0	0	0	
subconscious	12158	15905	0	0	0	0	0	
appraiser	0	15906	0	0	0	0	0	
