name	pronounciation	pronounciationAm	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl	viewTime	viewInterval	easiness	TotalViewed	StartTime
indifference	[ɪn'dɪfrəns]		7010	 difference indifferent interference inference	Indifference is the trait of lacking interest or enthusiasm in things. When you feel indifference for something, you neither like it nor dislike it.					0	-2147483648	-2147483648	-2147483648	0
pharmacy	['fɑːməsi]		7011	 pharmacist						0	-2147483648	-2147483648	-2147483648	0
contingency	[kən'tɪndʒənsi]		7012	 contingent	If you plan to walk home if the weather is nice, but bring subway fare just in case, then taking the subway is your contingency plan. A contingency is an event you can't be sure will happen or not.					0	-2147483648	-2147483648	-2147483648	0
whirl	[wɜːl]		7013		"Whirl means a quick spin, and for giving something a try. Hang-gliding? Snake-charming? ""Sure,"" you say. ""I'll give it a whirl."""					0	-2147483648	-2147483648	-2147483648	0
wavelength	['weɪvleŋθ]		7014		A wavelength is the distance between two peaks in a wave. And, if you are on the same wavelength with someone else, you are in sync and share the same perspective.					0	-2147483648	-2147483648	-2147483648	0
categorize	['kætəɡəraɪz]		7015	 category	If you decided to categorize your wardrobe, you could sort it by type (pants or shirts), or by color. To categorize is to put something into a category.					0	-2147483648	-2147483648	-2147483648	0
catching			7015	 matching coaching pitching						0	-2147483648	-2147483648	-2147483648	0
distinctly	[dɪ'stɪŋktli]		7016	 distinct distinction distinctive						0	-2147483648	-2147483648	-2147483648	0
spiral	['spaɪrəl]		7017	 spinal	A spiral is a coil or curl, like the shape of a piece of hair wound around your finger, a Slinky toy, or a corkscrew.					0	-2147483648	-2147483648	-2147483648	0
attempted	[ə'tempt]		7018	 attempt tempted						0	-2147483648	-2147483648	-2147483648	0
cardiac	['kɑːdiæk]		7019		Cardiac describes anything that's connected or related to the heart. During a cardiac exam, a doctor listens to your heartbeat and takes your pulse.					0	-2147483648	-2147483648	-2147483648	0
plow	[plau]		7020	 low blow slow flow plot glow						0	-2147483648	-2147483648	-2147483648	0
flutter	['flʌtə(r)]		7021	 flatter butter mutter utter shutter cutter	Flutter means to move back and forth rapidly. Flags flutter in the wind. Leaves flutter to the ground. Flutter also exists as a noun—you might feel a flutter in your heart when you're excited.					0	-2147483648	-2147483648	-2147483648	0
flirt	[flɜːt]		7022		If you're interested in someone romantically, you might flirt with them, which means to chat them up or tease them in a playful way.					0	-2147483648	-2147483648	-2147483648	0
punk	[pʌŋk]		7023	 pink junk bunk	A punk is a young troublemaker. If your elderly neighbor thinks of you as a young punk, he either thinks all kids are bad — or you did something that really disturbed him.					0	-2147483648	-2147483648	-2147483648	0
paw	[pɔː]		7024							0	-2147483648	-2147483648	-2147483648	0
computerized	[kəm'pjuːtəˌraɪzd]		7025	 computerize						0	-2147483648	-2147483648	-2147483648	0
atrocity	[ə'trɒsəti]		7026		Atrocities, acts of outrageous cruelty, are often committed during wars and armed conflicts.					0	-2147483648	-2147483648	-2147483648	0
sovereign	['sɒvrɪn]		7027	 sovereignty	Put simply, your sovereign is your king or queen. George III was the sovereign of Great Britain and her colonies — including the American ones. At least, he was until a little thing called the Revolutionary War upset everything.					0	-2147483648	-2147483648	-2147483648	0
causeway			7027							0	-2147483648	-2147483648	-2147483648	0
hypothetical	[ˌhaɪpə'θetɪkl]		7028		"Everyone who has ever taken a science class knows the word ""hypothesis,"" which means an idea, or a guess, that you are going to test through an experiment. A hypothetical is related to that. It means something based on an informed guess."					0	-2147483648	-2147483648	-2147483648	0
postmodern	[ˌpəʊst'mɒdn]		7029							0	-2147483648	-2147483648	-2147483648	0
cooler	['kuːlə(r)]		7030							0	-2147483648	-2147483648	-2147483648	0
blessed	['blesɪd]		7031	 dressed bless bleed	If you say you've been blessed, you feel lucky to have something: health, love, fame, fortune, talent, etc. I'm very happy for you; the only time I feel blessed is when I sneeze.					0	-2147483648	-2147483648	-2147483648	0
delete	[dɪ'liːt]		7032	 deplete delegate	The author looked at the computer screen in horror. With one keystroke she had deleted her entire manuscript. Delete means to erase.					0	-2147483648	-2147483648	-2147483648	0
flicker	['flɪkə(r)]		7033	 sticker flick flier	To flicker is to flash on and off at random. If your computer screen is flickering right now, you are probably having trouble reading this.					0	-2147483648	-2147483648	-2147483648	0
incur	[ɪn'kɜː(r)]		7034		To incur is to get or receive — and usually it's something you brought upon yourself. If you don't pay your credit card bills on time, you'll likely incur lots of fees and some serious debt.					0	-2147483648	-2147483648	-2147483648	0
glamorous	['ɡlæmərəs]		7035		Movie stars look glamorous when they walk down the red carpet in their designer gowns. Glamorous means full of glamour, beauty, and excitement.					0	-2147483648	-2147483648	-2147483648	0
brag	[bræɡ]		7036	 grab bag drag rag bra	When you're bragging, you're boasting. If you can't stop talking about your fancy new shoes, that's bragging.					0	-2147483648	-2147483648	-2147483648	0
successive	[sək'sesɪv]		7037	 succession success successful excessive successor	"Successive is a word for things (or people) that follow each other in time. If three presidents in a row were over sixty, you could say ""Three successive presidents were over sixty."""					0	-2147483648	-2147483648	-2147483648	0
souvenir	[ˌsuːvə'nɪə(r)]		7038		A souvenir is a keepsake or a remembrance. A telltale sign that someone has visited Paris is the tiny, metal Eiffel Tower hanging from her keychain as a souvenir.					0	-2147483648	-2147483648	-2147483648	0
slate	[sleɪt]		7039	 least steal stale state late plate slave skate	Slate is a type of gray metamorphic rock that is made up of quartz and other minerals. The rock can be split into thin layers and the slate used for things like roofing tiles.					0	-2147483648	-2147483648	-2147483648	0
carpenter	['kɑːpəntə(r)]		7040		A carpenter is a person who makes things out of wood. You could hire a carpenter to build you a dining room table and two long benches.					0	-2147483648	-2147483648	-2147483648	0
benchmark	['bentʃmɑːk]		7041		A benchmark is a standard that other similar items can be compared to — that way everything is measured against a common standard.					0	-2147483648	-2147483648	-2147483648	0
cellulite			7041							0	-2147483648	-2147483648	-2147483648	0
exhausted	[ɪɡ'zɔːstɪd]		7042	 exhaust exhaustion	Up too late studying? Want nothing more than to get a little bit of sleep? Sounds like you're exhausted — all of your energy has been used up. Exhausted is spent, drained, and depleted.					0	-2147483648	-2147483648	-2147483648	0
Celsius			7042							0	-2147483648	-2147483648	-2147483648	0
familiarity	[fəˌmɪli'ærəti]		7043	 familiar	Familiarity is the state of knowing something very well. It's also a casual way of behaving. Your familiarity with your best friend means that you can say whatever you want around her.					0	-2147483648	-2147483648	-2147483648	0
Celt			7043	 cell belt melt cent cult						0	-2147483648	-2147483648	-2147483648	0
plank	[plæŋk]		7044	 plan plant plane blank flank						0	-2147483648	-2147483648	-2147483648	0
blaze	[bleɪz]		7045	 blame blade glaze	A blaze is a bright, strong flame. A raging fire is blazing and you can also say other types of shining, like with talent, are types of blazing.					0	-2147483648	-2147483648	-2147483648	0
relaxation	[ˌriːlæk'seɪʃn]		7046	 relation relocation regulation reputation revelation recreation renovation taxation	The noun relaxation describes the act of making something less strict. If your boss announces a relaxation of the company dress code, that means lots of happy people will be wearing jeans to work.					0	-2147483648	-2147483648	-2147483648	0
lousy	['laʊzi]		7047		Lousy things are terrible. The lousy things in life are the ones you complain about: your lousy job, the lousy weather, and the lousy pizza you had for lunch.					0	-2147483648	-2147483648	-2147483648	0
centenary			7047							0	-2147483648	-2147483648	-2147483648	0
GDP	[ˌdʒiːdiː'piː]		7048							0	-2147483648	-2147483648	-2147483648	0
biscuit	['bɪskɪt]		7049		A biscuit is a small, round type of bread. A biscuit is delicious with butter, or you might prefer your biscuits with gravy.					0	-2147483648	-2147483648	-2147483648	0
centimetre			7049							0	-2147483648	-2147483648	-2147483648	0
conversely	['kɒnvɜːsli]		7050	 conversion	"The word conversely is an adverb that means ""the opposite"" or ""on the other hand."" It is often used to introduce an idea that is different from one stated before. You say the photo is a fake. Conversely, the photographer claims it's real."					0	-2147483648	-2147483648	-2147483648	0
narrowly	['nærəʊli]		7051	 narrow						0	-2147483648	-2147483648	-2147483648	0
centrepiece			7051	 centerpiece						0	-2147483648	-2147483648	-2147483648	0
tortilla	[tɔː'tiːə]		7052							0	-2147483648	-2147483648	-2147483648	0
disciple	[dɪ'saɪpl]		7053	 discipline	A disciple is a follower or a fan of someone. You might consider yourself to be a disciple of your favorite yoga teacher.					0	-2147483648	-2147483648	-2147483648	0
angrily	['æŋɡrəli]		7054	 angry	Something that's done angrily happens in an annoyed or hostile way. If you slam the door angrily, you do it because you're furious.					0	-2147483648	-2147483648	-2147483648	0
vet	[vet]		7055	 vest veto vent	You are a vet if you served in the Armed Forces, or if you went to veterinary school and now give medical care to animals.					0	-2147483648	-2147483648	-2147483648	0
backlash	['bæklæʃ]		7056		When many people react against something in the same way, you can call it a backlash. A backlash against government policies can result in mass protests.					0	-2147483648	-2147483648	-2147483648	0
physiological	[ˌfɪziə'lɒdʒɪkl]		7057		Anything physiological has to do with the body and its systems. You might notice that your physiological response to a scary movie includes your heart beating faster and your hands getting sweaty.					0	-2147483648	-2147483648	-2147483648	0
cervix			7057							0	-2147483648	-2147483648	-2147483648	0
monastery	['mɒnəstri]		7058	 mastery	A monastery is the building where monks live while they’re practicing their religion. Some monasteries are occupied by hundreds of monks, and sometimes only one monk lives there all alone.					0	-2147483648	-2147483648	-2147483648	0
bakery	['beɪkəri]		7059	 baker battery	A bakery is a shop that sells bread and other baked goods. Your neighborhood bakery might specialize in frosted cupcakes.					0	-2147483648	-2147483648	-2147483648	0
cf			7059							0	-2147483648	-2147483648	-2147483648	0
hesitation	[ˌhezɪ'teɪʃn]		7060	 visitation limitation hesitate invitation meditation imitation citation irritation sanitation	"A hesitation is a pause. If your friend asks you, ""Do you like my new haircut?"" you'd better make sure there's not a second's hesitation before you answer, ""Yes, of course!"""					0	-2147483648	-2147483648	-2147483648	0
headlight	['hedlaɪt]		7061		If you’re driving a car at night, you’re using your car’s headlights to light up the road in front of you. Headlights are the eyes of a car or train, beaming light to help you see what is ahead.					0	-2147483648	-2147483648	-2147483648	0
chained			7061	 chain trained charmed stained						0	-2147483648	-2147483648	-2147483648	0
consortium	[kən'sɔːtɪəm]		7062	 consort	Consortium is a fancy word for a group you form for an enterprise beyond what any one member could do alone. All the grocery stores in your neighborhood might form a consortium for the promotion of local strawberries.					0	-2147483648	-2147483648	-2147483648	0
apron	['eɪprən]		7063		An apron is something you wear over your clothes to protect them from the mess you make while you're cooking. Some aprons tie around your waist, while others cover your entire torso.					0	-2147483648	-2147483648	-2147483648	0
chalet			7063							0	-2147483648	-2147483648	-2147483648	0
thunder	['θʌndə(r)]		7064	 under founder tender	Thunder is the loud noise that comes right after lightning. It also can refer to a loud, booming sound, or mean to move heavily but quickly.					0	-2147483648	-2147483648	-2147483648	0
intern	['ɪntɜːn]		7065	 inter Internet internal interim lantern	Somewhere between being a student and a professional is the life of an intern, an advanced student, especially in medicine, who gets on-the-job experience.					0	-2147483648	-2147483648	-2147483648	0
nostalgia	[nɒ'stældʒə]		7066	 nostalgic	Think of the noun, nostalgia, when you long for the good old days of the past.					0	-2147483648	-2147483648	-2147483648	0
preclude	[prɪ'kluːd]		7067	 precede	To preclude something is to prevent it from happening. A muzzle precludes a dog from biting.					0	-2147483648	-2147483648	-2147483648	0
litter	['lɪtə(r)]		7068	 letter latter bitter hitter lighter	If everyone decided to litter, or drop trash on the ground, the world would be covered in garbage. Litter doesn't always have to be trashy though. When a cat has kittens, they are born as a litter.					0	-2147483648	-2147483648	-2147483648	0
divorced	[dɪ'vɔːst]		7069	 divorce						0	-2147483648	-2147483648	-2147483648	0
exquisite	[ɪk'skwɪzɪt]		7070		Use exquisite to mean finely or delicately made or done. When you say someone has exquisite taste, you mean that they are able to make fine distinctions.					0	-2147483648	-2147483648	-2147483648	0
waterfall	['wɔːtəfɔːl]		7071							0	-2147483648	-2147483648	-2147483648	0
initiation	[ɪˌnɪʃi'eɪʃn]		7072	 initiative inflation indication initiate innovation invitation insulation	The initiation of something is the beginning. It's what sets events in motion, gets the party underway, or kicks off a new program.					0	-2147483648	-2147483648	-2147483648	0
sniper	['snaɪpə(r)]		7073							0	-2147483648	-2147483648	-2147483648	0
automated	['ɔːtəʊmeɪtɪd]		7074	 automatic	Something that's automated is controlled by a machine rather than a person. You probably get cash from an automated teller machine, which is sometimes more convenient than going to the bank.					0	-2147483648	-2147483648	-2147483648	0
uneven	[ʌn'iːvn]		7075		Uneven is the opposite of uniform and predictable. If the road is uneven, it's bumpy and rough, and you’ll have to dodge the potholes.					0	-2147483648	-2147483648	-2147483648	0
infected	[ɪn'fektɪd]		7076	 infect affected	When someone's infected, they've been exposed to an organism that causes a disease. It's too late for an infected person to get a flu vaccine — they already have the flu.					0	-2147483648	-2147483648	-2147483648	0
accordance	[ə'kɔːdns]		7077	 acceptance	Accordance is agreement between people or consensus within a group. A lack of accordance between members of a political party can spell disaster for their presidential candidate.					0	-2147483648	-2147483648	-2147483648	0
bodyguard	['bɒdiɡɑːd]		7078							0	-2147483648	-2147483648	-2147483648	0
charmed			7078	 armed charm chained						0	-2147483648	-2147483648	-2147483648	0
sic	[sɪk]		7079	 sick	"When urging your dog to chase a thief, you might say, ""Sic 'em, Fluffy!"" When writing something that might look wrong, you add ""[sic]"" to indicate you know it's wrong."					0	-2147483648	-2147483648	-2147483648	0
swap	[swɒp]		7080	 swamp snap slap soap sway	The word swap means you give something in exchange for something else. In the medieval ages, a farmer would swap — or exchange — his cow for his neighbor's horse.					0	-2147483648	-2147483648	-2147483648	0
immerse	[ɪ'mɜːs]		7081	 immense	If you immerse yourself in your work, you completely involve yourself in it, spending long hours in the office and thinking about work all the time.					0	-2147483648	-2147483648	-2147483648	0
coyote	[kaɪ'əʊti]		7082		A coyote is a wild dog that looks like a small wolf. Coyotes live in nearly every US state, and in most of Canada as well.					0	-2147483648	-2147483648	-2147483648	0
mustache	[mə'stɑːʃ]		7083		A mustache is hair that grows between a person's nose and mouth. Some mustaches are as thin as a pencil line, while others are bushy and full. Salvador Dali was known for his long, curled mustache.					0	-2147483648	-2147483648	-2147483648	0
chateau			7083	 plateau						0	-2147483648	-2147483648	-2147483648	0
consciously	['kɒnʃəsli]		7084	 conscious	When you do something consciously. you do it on purpose, after thinking seriously about it. A kindergarten teacher might consciously choose a soothing book to calm his class down at story time.					0	-2147483648	-2147483648	-2147483648	0
thug	[θʌɡ]		7085	 thus hug tug	A thug is a bad guy or a bully, especially a violent one. A thug might break into someone's house, push its owners around, and steal their TV.					0	-2147483648	-2147483648	-2147483648	0
plaza	['plɑːzə]		7086							0	-2147483648	-2147483648	-2147483648	0
chauvinism			7086							0	-2147483648	-2147483648	-2147483648	0
misunderstanding	[ˌmɪsʌndə'stændɪŋ]		7087	 understanding misunderstand						0	-2147483648	-2147483648	-2147483648	0
jealousy	['dʒeləsi]		7088	 jealous	Jealousy is that unpleasant emotion you feel when you think someone’s trying to take what’s yours. Jealousy might creep up on you if someone flirts with your sweetie or copies your unique style.					0	-2147483648	-2147483648	-2147483648	0
checkout			7088							0	-2147483648	-2147483648	-2147483648	0
cadet	[kə'det]		7089		A cadet is a trainee enrolled in a military academy. You might also call a cadet a plebe, but doesn't cadet sound so much better?					0	-2147483648	-2147483648	-2147483648	0
aura	['ɔːrə]		7090		You know that intangible glow, that certain magical something that your mom gives off? Get your glasses fixed and you'll see the aura emanating from her head isn't her special powers — just your bad eyes.					0	-2147483648	-2147483648	-2147483648	0
petroleum	[pə'trəʊliəm]		7091		Petroleum is oil — a fossil fuel that powers many vehicles and other machinery.					0	-2147483648	-2147483648	-2147483648	0
flap	[flæp]		7092	 flag flat lap flip slap flaw clap flop	"You're probably familiar with the verb to ""flap,"" which is what birds do with their wings. But as a noun, a flap is a fuss, an argument, or a gossipy feud."					0	-2147483648	-2147483648	-2147483648	0
cheeky			7092	 cheek						0	-2147483648	-2147483648	-2147483648	0
submission	[səb'mɪʃn]		7093	 mission commission emission admission permission succession omission	If a teacher asks for your submission, she might want you to obey her every command like a drone or, on the other hand, she may want just you to turn something in for her approval.					0	-2147483648	-2147483648	-2147483648	0
preheat	[ˌpriː'hiːt]		7094							0	-2147483648	-2147483648	-2147483648	0
honeymoon	['hʌnimuːn]		7095		A honeymoon is a trip that newlyweds traditionally take right after their wedding. You might want to wait to get married until you meet someone who wants to go to Legoland on a honeymoon as much as you do.					0	-2147483648	-2147483648	-2147483648	0
drastic	['dræstɪk]		7096	 dramatic plastic	Something that is drastic is violent, forceful, and extreme. If you are saving for a car and you only have $50, you need to make a drastic change to your money accumulation scheme.					0	-2147483648	-2147483648	-2147483648	0
farewell	[ˌfeə'wel]		7097		If you’re saying goodbye to someone you might not see for long time, say farewell, preferably while waving a hankie from the Queen Mary before it sails across the Atlantic. Farewell is a fancy way to say goodbye.					0	-2147483648	-2147483648	-2147483648	0
chilling	['tʃɪlɪŋ]		7098	 willing killing chilli filling billing calling						0	-2147483648	-2147483648	-2147483648	0
chevron			7098							0	-2147483648	-2147483648	-2147483648	0
competitiveness	[kəm'petətɪvnəs]		7099	 competitive						0	-2147483648	-2147483648	-2147483648	0
patriotism	['peɪtriətɪzəm]		7100	 patriotic	If you're full of patriotism, you're full of love for your country. Patriotism is associated with serving your country and waving the flag.					0	-2147483648	-2147483648	-2147483648	0
striped	[straɪpt]		7101	 stripe strip						0	-2147483648	-2147483648	-2147483648	0
advent	['ædvent]		7102	 advert	The advent of something means that it's finally here. You might be waiting for the advent of a new iPhone or for the advent of cloning. Don't hold your breath.					0	-2147483648	-2147483648	-2147483648	0
disciplinary	['dɪsəplɪnəri]		7103	 discipline interdisciplinary						0	-2147483648	-2147483648	-2147483648	0
woe	[wəʊ]		7104	 whoa owe	O, woe is me! This line is from Shakespeare. When Hamlet scorns Ophelia, she utters these words to express the grief and despair that will soon drive her to suicide.					0	-2147483648	-2147483648	-2147483648	0
childcare			7104							0	-2147483648	-2147483648	-2147483648	0
ripple	['rɪpl]		7105	 cripple nipple	A ripple is a small wave on the surface of something, such as a ripple that forms a ring around the spot where you threw a pebble into the pond.					0	-2147483648	-2147483648	-2147483648	0
imbalance	[ɪm'bæləns]		7106	 balance	An imbalance occurs when you have too much of some things and too little of others. If you put so much pepper in your soup that you can't taste the other spices, then you caused an imbalance in your flavoring.					0	-2147483648	-2147483648	-2147483648	0
moderately	['mɒdərətli]		7107	 moderate						0	-2147483648	-2147483648	-2147483648	0
shortcoming	['ʃɔːtkʌmɪŋ]		7108		The flaw in something is its shortcoming — your car's only shortcoming might be its lack of a sunroof, for example.					0	-2147483648	-2147483648	-2147483648	0
poker	['pəʊkə(r)]		7109	 power poke						0	-2147483648	-2147483648	-2147483648	0
indoors	[ˌɪn'dɔːz]		7110	 indoor	If you're indoors, you're inside a house or other building. On the hottest, most sweltering summer days, you might decide to stay indoors where it's cool.					0	-2147483648	-2147483648	-2147483648	0
eighteenth	[ˌeɪ'tiːnθ]		7111	 eighteen eightieth						0	-2147483648	-2147483648	-2147483648	0
seam	[siːm]		7112	 seem same steam team seat sea slam beam seal scam	When you sew two pieces of fabric together, the line you are sewing is the seam. Coal appears in long, linear underground deposits referred to as seams.					0	-2147483648	-2147483648	-2147483648	0
restructure	[ˌriː'strʌktʃə(r)]		7113	 structure restructuring	When you restructure something, you organize it in a different way so it’ll work better, like a practice schedule a coach restructures to get in more morning sessions before a big game.					0	-2147483648	-2147483648	-2147483648	0
cookbook	['kʊkbʊk]		7114							0	-2147483648	-2147483648	-2147483648	0
longing	['lɒŋɪŋ]		7115	 logging loving singing loading hanging losing ringing belongings	A longing is a strong feeling of need or desire for someone or something. If you're stuck in detention and all of your friends are outside enjoying a sunny day, you might be looking out the window with longing.					0	-2147483648	-2147483648	-2147483648	0
booster	['buːstə(r)]		7116	 bolster boost poster foster roster boomer bluster						0	-2147483648	-2147483648	-2147483648	0
carved	[kɑːvd]		7117	 carve curved						0	-2147483648	-2147483648	-2147483648	0
broadcaster	['brɔːdkɑːstə(r)]		7118	 broadcast broadcasting						0	-2147483648	-2147483648	-2147483648	0
alienate	['eɪliəneɪt]		7119	 alienation	"When you alienate people, you make them stop liking or caring about you. Show up at a conference of cat lovers with a sign around your neck that says, ""I hate kittens,"" and you'll learn firsthand what that means."					0	-2147483648	-2147483648	-2147483648	0
swimmer	['swɪmə(r)]		7120	 simmer summer						0	-2147483648	-2147483648	-2147483648	0
sting	[stɪŋ]		7121	 string sing swing stint stink sling setting testing costing listing lasting sitting casting seating styling	Sting most commonly refers to the wound inflicted by a bee or hornet. But a nasty remark can also sting. What's more, a sting can be a swindle, hustle, or con.					0	-2147483648	-2147483648	-2147483648	0
idle	['aɪdl]		7122	 idol deli isle	Something idle is not active. If your car is idling, it's running but not moving. If someone calls you idle, it either means they think you don't have enough to do or that you're just plain lazy.					0	-2147483648	-2147483648	-2147483648	0
softball	['sɒftbɔːl]		7123							0	-2147483648	-2147483648	-2147483648	0
dolphin	['dɒlfɪn]		7124							0	-2147483648	-2147483648	-2147483648	0
christening			7124	 listening						0	-2147483648	-2147483648	-2147483648	0
exhaustion	[ɪɡ'zɔːstʃən]		7125	 exhibition exhaust exhausted	Exhaustion is a state of being incredibly tired. Running a marathon on a hot day often results in exhaustion.					0	-2147483648	-2147483648	-2147483648	0
anatomy	[ə'nætəmi]		7126		If you're studying anatomy you're studying animals’ bodies and you're probably dissecting them, too. You might study the anatomy of a pig to see how it relates to human anatomy. You’ll find that only one of them has a snout.					0	-2147483648	-2147483648	-2147483648	0
liberalism	['lɪbərəlɪzəm]		7127	 liberal	Liberalism in politics favors social progress, through the agency of government, while liberalism in economics favors a free and open market, without government interference.					0	-2147483648	-2147483648	-2147483648	0
pinpoint	['pɪnpɔɪnt]		7128		To pinpoint something is to nail down its exact location.					0	-2147483648	-2147483648	-2147483648	0
pivotal	['pɪvətl]		7129		High school graduation is a pivotal moment in most people's lives — an important point that signifies a shift in direction.					0	-2147483648	-2147483648	-2147483648	0
cinema	['sɪnəmə]		7130		A cinema is another word for a movie theater. If you love films, you probably spend a lot of time at the cinema.					0	-2147483648	-2147483648	-2147483648	0
chrysanthemum			7130							0	-2147483648	-2147483648	-2147483648	0
ragged	['ræɡɪd]		7131	 rugged jagged	Something that's ragged is starting to fall apart. When your favorite sweater is getting ragged, it's so worn that the sleeves are fraying.					0	-2147483648	-2147483648	-2147483648	0
sandal	['sændl]		7132	 scandal						0	-2147483648	-2147483648	-2147483648	0
lavender	['lævəndə(r)]		7133	 lender	You know that sweet-smelling plant with tiny purple-blue flowers your grandmother has growing in her garden? Well that’s lavender, a sweet-smelling evergreen with 93 different species.					0	-2147483648	-2147483648	-2147483648	0
ubiquitous	[juː'bɪkwɪtəs]		7134		It's everywhere! It's everywhere! When something seems like it's present in all places at the same time, reach for the adjective ubiquitous.					0	-2147483648	-2147483648	-2147483648	0
solitude	['sɒlɪtjuːd]		7135		Solitude is the state of being alone. You might crave solitude after spending the holidays with your big, loud family — you want nothing more than to get away from everyone for a little while.					0	-2147483648	-2147483648	-2147483648	0
churchman			7135							0	-2147483648	-2147483648	-2147483648	0
drunken	['drʌŋkən]		7136	 drunk						0	-2147483648	-2147483648	-2147483648	0
churchyard			7136							0	-2147483648	-2147483648	-2147483648	0
dissent	[dɪ'sent]		7137	 descent dissident distant	To dissent is to publicly disagree with an official opinion or decision. Dissent is also a noun referring to public disagreement.					0	-2147483648	-2147483648	-2147483648	0
sculptor	['skʌlptə(r)]		7138							0	-2147483648	-2147483648	-2147483648	0
CID			7138	 acid						0	-2147483648	-2147483648	-2147483648	0
Kurd			7139							0	-2147483648	-2147483648	-2147483648	0
haze	[heɪz]		7140	 hazel have hate gaze maze hale	Haze is the fog or mist that's caused by small particles in the air. There is often a haze hovering over the city of Los Angeles.					0	-2147483648	-2147483648	-2147483648	0
mince	[mɪns]		7141	 minced since mine wince	To mince is to chop into tiny bits. Your favorite soup recipe might include directions to mince four cloves of garlic.					0	-2147483648	-2147483648	-2147483648	0
scenery	['siːnəri]		7142	 scene	Scenery is a word for how a place looks, especially a beautiful, outdoorsy place. Also, scenery is fake background in a play.					0	-2147483648	-2147483648	-2147483648	0
scenic	['siːnɪk]		7143		Something scenic is lush and beautiful to look at, like a mountain range.					0	-2147483648	-2147483648	-2147483648	0
circa			7143							0	-2147483648	-2147483648	-2147483648	0
cosmos	['kɒzmɒs]		7144		The cosmos is the sum total of everything — pretty big. It's hard to wrap your mind around the cosmos, as it extends far beyond the Milky Way, or far-off galaxies, or even our own universe.					0	-2147483648	-2147483648	-2147483648	0
circumcise			7144							0	-2147483648	-2147483648	-2147483648	0
grove	[ɡrəʊv]		7145	 groove prove glove grave rove grope	A grove can be an orchard or a clump of trees that doesn't have much undergrowth and occupies a contained area, like an orange grove or a small shady grove of oak trees where you can have a picnic.					0	-2147483648	-2147483648	-2147483648	0
inch	[ɪntʃ]		7146	 chin pinch finch	An inch is a small unit of measurement. Twelve inches makes one foot.					0	-2147483648	-2147483648	-2147483648	0
citadel			7146							0	-2147483648	-2147483648	-2147483648	0
disconnect	[ˌdɪskə'nekt]		7147	 connect discontent	When you disconnect something, you detach or separate it from something else. If you work plowing driveways during the winter, you need to disconnect the plow from your truck in the spring.					0	-2147483648	-2147483648	-2147483648	0
courageous	[kə'reɪdʒəs]		7148	 courage outrageous	"If you are a courageous person, you face danger or stand up against the odds without flinching. Known as ""The Man without Fear,"" Daredevil is regarded as a very courageous superhero."					0	-2147483648	-2147483648	-2147483648	0
authenticity	[ˌɔːθen'tɪsəti]		7149	 authentic	Authenticity is a word that means something is genuine or real, like that personally signed photograph of the president sitting over your teacher's desk.					0	-2147483648	-2147483648	-2147483648	0
fragrance	['freɪɡrəns]		7150	 fragrant	A fragrance is a smell, usually a pleasant or sweet smell. Often perfumes are called fragrances.					0	-2147483648	-2147483648	-2147483648	0
civilize			7150	 civilized civilian						0	-2147483648	-2147483648	-2147483648	0
converge	[kən'vɜːdʒ]		7151	 convert convene convergence	Use the verb converge to describe something that comes together at a common point: “Thousands of Elvis fans plan to converge on the small Arkansas town where unconfirmed sightings of the deceased superstar eating at a local barbeque restaurant had been widely reported.”					0	-2147483648	-2147483648	-2147483648	0
luckily	['lʌkɪli]		7152	 lucky						0	-2147483648	-2147483648	-2147483648	0
Syrian	['sɪriən]		7153							0	-2147483648	-2147483648	-2147483648	0
trivial	['trɪviəl]		7154	 trial tribal	Something that is trivial is not important or significant, such as the trivial details you shared with me about your trip to the post office this morning.					0	-2147483648	-2147483648	-2147483648	0
designation	[ˌdezɪɡ'neɪʃn]		7155	 resignation destination designate designated desperation	When something has a designation, it has a title or a description that helps you identify it. The “organic” designation on the vegetables you buy lets you know that no pesticides were used in growing the plants.					0	-2147483648	-2147483648	-2147483648	0
celery	['seləri]		7156	 cutlery	Celery is a very crunchy, succulent vegetable that grows in stalks. You can cook celery, often with more flavorful vegetables, or eat it raw.					0	-2147483648	-2147483648	-2147483648	0
clamour			7156	 glamour						0	-2147483648	-2147483648	-2147483648	0
systemic	[sɪ'stemɪk]		7157	 systematic system	Something that's systemic affects all parts of something. If every dog at doggy daycare has fleas, it's a systemic problem.					0	-2147483648	-2147483648	-2147483648	0
clampdown			7157							0	-2147483648	-2147483648	-2147483648	0
porcelain	['pɔːsəlɪn]		7158		Your mom's favorite white china plates are probably made out of porcelain. Porcelain is a nearly translucent ceramic material used to make plates, bowls, and cups.					0	-2147483648	-2147483648	-2147483648	0
gleaming	[ɡliːm]		7159	 gleam gaming	Teeth in toothpaste commercials are gleaming. They sparkle when the light hits. When you see this word, think of a bright reflected ray of light, on teeth, on water, or in someone's smiling eyes.					0	-2147483648	-2147483648	-2147483648	0
inventor	[ɪn'ventə(r)]		7160	 inventory investor invent	The person who first comes up with a brand new idea or thing is its inventor. A woman named Mary Anderson, for example, is credited with being the inventor of the windshield wiper blade for cars.					0	-2147483648	-2147483648	-2147483648	0
claret			7160	 cartel						0	-2147483648	-2147483648	-2147483648	0
